predictor,predictor_label,outcome,outcome_label,group_label,slope,se,p_value,sig,formatted_slope,p10_predictor,p90_predictor,p10_to_p90_change,change_se,change_p_value,change_sig,formatted_change,model_n,group_n
democracy_works_today,Perceived performance of democracy today,anti_immigrant_exclusion,Anti-immigrant exclusion,Eastern Europe non-democracies,-0.11612004720136282,0.02054016497196473,1.5854694743927852e-08,***,-0.12***,0.0,0.9,-0.10450804248122654,0.018486148474768257,1.5854694743927852e-08,***,-0.10***,36765,1960
democracy_works_today,Perceived performance of democracy today,anti_immigrant_exclusion,Anti-immigrant exclusion,East Asian democracies,-0.06103676963926519,0.014679391024424523,3.2178720710879223e-05,***,-0.06***,0.3,0.8,-0.030518384819632594,0.007339695512212262,3.2178720710879223e-05,***,-0.03***,36765,2558
democracy_works_today,Perceived performance of democracy today,anti_immigrant_exclusion,Anti-immigrant exclusion,South/Southeast Asia non-democracies,-0.057477443188734156,0.011287124067342516,3.5548803797454565e-07,***,-0.06***,0.2,0.9,-0.040234210232113904,0.007900986847139762,3.554880379745468e-07,***,-0.04***,36765,4075
democracy_works_today,Perceived performance of democracy today,anti_immigrant_exclusion,Anti-immigrant exclusion,Other democracies,-0.04436203651871928,0.015731607164810122,0.004805979953228979,**,-0.04**,0.0,0.8,-0.03548962921497543,0.012585285731848098,0.004805979953228979,**,-0.04**,36765,4820
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",Western democracies,0.2877771122682222,0.007248026620279577,0.0,***,0.29***,0.2,0.9,0.20144397858775553,0.005073618634195704,0.0,***,0.20***,36644,19381
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",Eastern Europe democracies,0.22585113245137634,0.01301752160415193,3.6790664170699685e-67,***,0.23***,0.2,0.8,0.13551067947082582,0.007810512962491159,3.6790664170699685e-67,***,0.14***,36644,3849
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",Eastern Europe non-democracies,0.32427020898247627,0.017986120109228648,2.3778060894634357e-72,***,0.32***,0.0,0.9,0.29184318808422866,0.016187508098305783,2.3778060894634357e-72,***,0.29***,36644,1955
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",East Asian democracies,0.2331487464665878,0.0164649632912971,2.126554628171131e-45,***,0.23***,0.3,0.8,0.1165743732332939,0.00823248164564855,2.126554628171131e-45,***,0.12***,36644,2556
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",South/Southeast Asia non-democracies,0.12916253732019378,0.014274316235358941,1.5175954047944235e-19,***,0.13***,0.2,0.9,0.09041377612413565,0.009992021364751259,1.5175954047944235e-19,***,0.09***,36644,4080
democracy_works_today,Perceived performance of democracy today,national_pride_non_democracy,"National pride, excluding pride in democracy",Other democracies,0.26606372357630526,0.014767171044911985,2.9308491077913167e-72,***,0.27***,0.0,0.8,0.2128509788610442,0.011813736835929588,2.9308491077913167e-72,***,0.21***,36644,4823
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,Western democracies,0.7438706888982435,0.008968912793431429,0.0,***,0.74***,0.2,0.9,0.5207094822287704,0.006278238955402,0.0,***,0.52***,36017,19074
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,Eastern Europe democracies,0.6114011194932404,0.016747762501199265,1.5202237890415025e-286,***,0.61***,0.2,0.8,0.3668406716959443,0.01004865750071956,1.5202237890412263e-286,***,0.37***,36017,3785
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,Eastern Europe non-democracies,0.6538544508464937,0.02447490284849545,1.0384768712545232e-155,***,0.65***,0.0,0.9,0.5884690057618444,0.022027412563645907,1.0384768712545232e-155,***,0.59***,36017,1908
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,East Asian democracies,0.5297882636900759,0.02378850163626825,3.887555770016399e-109,***,0.53***,0.3,0.8,0.26489413184503796,0.011894250818134125,3.887555770016399e-109,***,0.26***,36017,2526
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,South/Southeast Asia non-democracies,0.285957630638855,0.021991280691292334,1.4330800176260472e-38,***,0.29***,0.2,0.9,0.20017034144719847,0.015393896483904632,1.4330800176260472e-38,***,0.20***,36017,3947
democracy_works_today,Perceived performance of democracy today,pride_democracy,Pride in the way democracy works,Other democracies,0.5908483264400395,0.01806655097644337,3.376460352239966e-231,***,0.59***,0.0,0.8,0.4726786611520316,0.014453240781154697,3.376460352239966e-231,***,0.47***,36017,4777
