country,region,region_regime,regime_binary,predictor,outcome,outcome_label,corr,p_value,sig,n_pairwise,n_eff
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.05846453437203454,0.10694620807936309,,1015,761.4978982272359
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.14636233587662373,4.8807737118845944e-05,***,1018,764.1744698956065
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,-0.047318683605420936,0.19133009005644183,,1018,764.1744698956065
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.47384344571815956,5.476926307630599e-44,***,1017,763.4501160336603
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.03294431942494254,0.3644694107305128,,1013,759.8632019632286
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.17353549525205714,1.3932159490058373e-06,***,1018,764.1744698956065
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,0.05863878580839702,0.10528948948902957,,1018,764.1744698956065
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.5318575617920356,5.048663326559114e-57,***,1018,764.1744698956065
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.7359405445263163,2.757934869291118e-130,***,1011,758.601461067401
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.1497908956976636,9.56338511538325e-06,***,1171,866.0616718012149
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.0167139461100615,0.6225052786158622,,1177,869.952945638669
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.2888102268562517,3.4418670431388236e-18,***,1176,870.7072529050492
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.005930966092386852,0.863983476931565,,1122,836.7275420153601
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.24478487647137653,2.5303025032906034e-13,***,1176,869.0257735856233
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.24917797160574792,1.042202325296333e-13,***,1171,864.9773203442985
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.1518309677751053,7.315940650229962e-06,***,1168,864.7043853759569
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.15915407420591768,3.6107400118447472e-06,***,1136,838.9830538697053
Israel,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.13767606197588664,5.772845124824663e-05,***,1149,847.7753482336235
Israel,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.3251022170547591,2.0486913740600852e-22,***,1155,851.6544872430984
Israel,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.43381208997895016,1.631056342744268e-40,***,1156,854.2539415239102
Israel,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.05830419750149326,0.09429385177261292,,1107,824.631103753005
Israel,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.21396889379994966,2.649887130443717e-10,***,1158,854.2630130684694
Israel,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,0.06691939286587996,0.05133455198067513,,1151,848.5563555107839
Israel,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.4800962446421404,2.949790429083139e-50,***,1151,850.6838382092324
Israel,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.7202197201087448,4.008563719905838e-134,***,1129,833.1175496689204
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.019774704465115717,0.4920124468987828,,1600,1209.6173812358606
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.2244792533784174,3.157464479249061e-15,***,1594,1204.8145492973022
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.13543848026942046,2.2947298709199963e-06,***,1598,1208.6728233795375
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.17298756959198483,2.9257083832185127e-09,***,1539,1162.1713729033456
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.12412864945910863,1.5039040451087593e-05,***,1599,1208.885038992203
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.10711655676480031,0.00019055088827998873,***,1599,1208.885038992203
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.31251612550121793,1.0396487748140249e-28,***,1595,1205.0017116675492
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.14901278165832046,4.647301297810984e-07,***,1498,1133.8671020787592
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.021573028275754438,0.4575993503585695,,1569,1187.7966430429217
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.07116185274480052,0.014360943311047512,*,1563,1182.994134261704
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,-0.08343853110200741,0.004021024469611062,**,1567,1186.8537552188043
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.03211920106163822,0.27807455532528014,,1510,1142.302166006837
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.09342660956786243,0.0012704947141480264,**,1568,1187.065352534034
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,0.09450386555866018,0.0011145683237230792,**,1568,1187.065352534034
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1211248171855883,2.9284187394292205e-05,***,1565,1184.0849877947667
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.11401838902507215,0.00013652464606249854,***,1470,1114.3846609031211
Italy,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.005769496283997866,0.8461845955184132,,1133,1133.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.033743251466777,0.2566404449744532,,1132,1132.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.06626309873256397,0.02578576046829952,*,1132,1132.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.0576621196702065,0.058411938708783515,,1078,1078.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.017059990398219104,0.5665494840366929,,1131,1131.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.043564695056172525,0.14314730636040712,,1131,1131.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.020311573894889544,0.4951770827063626,,1130,1130.0
Italy,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.07295245436265697,0.014651059924979129,*,1119,1119.0
Italy,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.16144886410322534,5.399811714997841e-08,***,1122,1122.0
Italy,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.24840496384073055,3.165574325651525e-17,***,1121,1121.0
Italy,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.2207119704136076,7.788636383085452e-14,***,1121,1121.0
Italy,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.0460365135210391,0.13252308133846963,,1069,1069.0
Italy,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.08121401738809665,0.006540066641268582,**,1120,1120.0
Italy,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.05306181396884903,0.07588870952596928,,1120,1120.0
Italy,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.46913999155683656,2.577930025894312e-62,***,1119,1119.0
Italy,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6109838969857366,1.1528834387489026e-114,***,1111,1111.0
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.1449933520001111,7.585770618250275e-06,***,1230,945.6598062927242
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.10626035393986762,0.001065550614421493,**,1230,945.6598062927242
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.11328735409499635,0.0004822984185227162,***,1230,945.6598062927242
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.020592156021173334,0.5317274848799792,,1203,924.6039734182175
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.053440601662846386,0.10051062212540228,,1230,945.6598062927242
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.009598986079329373,0.7681463756330041,,1230,945.6598062927242
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.07619182547766534,0.01914584597021581,*,1229,945.13813987908
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.03761826769476339,0.2495892746569027,,1216,938.5687529381067
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.07460638077348344,0.02198635148529974,*,1226,942.5182373343454
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.013429324544589874,0.6805168931452997,,1226,942.5182373343454
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.13548685205168057,3.0029063840739668e-05,***,1226,942.5182373343454
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.007400999098097977,0.8224765497761002,,1199,921.4701381164992
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.00782071847862624,0.8104971701833957,,1226,942.5182373343454
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.036205261073480245,0.2668236016432253,,1226,942.5182373343454
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1958545921956382,1.344527245012573e-09,***,1225,941.9969650751339
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.26809785247649326,7.155258655869635e-17,***,1213,935.9900704336516
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.0900972459429969,0.0032694075350586387,**,1245,1063.8483261507542
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.03618091383237926,0.23835824605247127,,1245,1063.8483261507542
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.09358733715856746,0.0022856701543012606,**,1241,1060.1914843329237
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.11887404522435586,0.00014907096593320084,***,1186,1013.1847331882159
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.15633238050447945,3.1523644443232554e-07,***,1239,1059.508757985143
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.016901682684281157,0.5819843933176649,,1244,1063.1557492312988
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1217352547155895,7.071037130054697e-05,***,1241,1060.1914843329237
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.04522450760838136,0.14707076591061297,,1204,1029.3746084380923
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.026949497111177396,0.3854923390901138,,1214,1039.0759937323558
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.10660653273808485,0.0005772024318478497,***,1214,1039.0759937323558
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.18000716464287173,5.354788375146704e-09,***,1211,1036.405184326373
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.033054375412828026,0.29890641616786257,,1156,989.5814204110205
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.06468423257837938,0.03749003934912931,*,1208,1034.7411947063567
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.22498489081703574,2.2104368670537697e-13,***,1213,1038.3822712052572
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.22042292281822906,7.231662607498643e-13,***,1211,1036.1102533075007
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5115564305049066,1.6901590505046763e-68,***,1181,1010.8232431317447
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.11167710898058034,0.0003429264889787953,***,1024,1024.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.123944625670125,6.987034313787832e-05,***,1024,1024.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.1117532507149339,0.000339716310116633,***,1024,1024.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.07131732997493055,0.029738333512229462,*,929,929.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.05823431076493385,0.06249000434743737,,1024,1024.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.104683274241966,0.0007983895456323407,***,1023,1023.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.12879935702085596,3.60010795327625e-05,***,1023,1023.0
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.09821886621017276,0.0017309839359243304,**,1015,1015.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.2738898755437255,5.8763277715512395e-19,***,1017,1017.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.2617934057993817,2.1225238066910436e-17,***,1017,1017.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.191708577885756,7.119690406421322e-10,***,1017,1017.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.08921695696927878,0.0066240798055579656,**,925,925.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.1700004938087278,4.911847350241634e-08,***,1017,1017.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,0.005023301970115378,0.872943760599587,,1016,1016.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.37458580168637684,3.4107841734656587e-35,***,1016,1016.0
Mexico,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.4822097567500801,7.000996560346089e-60,***,1009,1009.0
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.07383329060229954,0.008367428112096988,**,1463,1274.5004044963284
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.12434565523107446,8.706527889656976e-06,***,1460,1271.610675080666
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.1815777432522822,6.994445953384117e-11,***,1459,1270.773919766263
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.028786239020316292,0.3263006560674045,,1337,1164.7847320267101
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.018458063285683373,0.5116726205413565,,1453,1266.2848011341555
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.1374751278467934,8.626582030194734e-07,***,1459,1271.484475876996
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.08726100246654,0.0019443207635569198,**,1445,1258.6283201074139
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.05422256874258518,0.05831302296454528,,1401,1219.965117481993
Netherlands,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.07863389265616544,0.0058529627432073765,**,1407,1227.0127069256282
Netherlands,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.1312250451591497,4.059930289693535e-06,***,1405,1225.0864187385089
Netherlands,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.14913467305042358,1.6015257554319028e-07,***,1403,1223.486486399272
Netherlands,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.09744991000021488,0.0010297901569716855,**,1298,1131.5475716620258
Netherlands,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.28093995987750625,1.3966019614870023e-23,***,1400,1220.9032763525865
Netherlands,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.32650761695836783,7.859630082657359e-32,***,1405,1225.3395247907629
Netherlands,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.33866168343314035,4.308971369634226e-34,***,1398,1218.9764299797978
Netherlands,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.655878813519746,7.877981743080177e-148,***,1370,1194.5805548124147
Norway,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.15113501486632772,4.322985982595278e-07,***,1108,1108.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.1526109465660126,3.2834696370647306e-07,***,1109,1109.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.0994185423267926,0.000960754220936535,***,1100,1100.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.014229361963228984,0.6510161071118237,,1013,1013.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.019210612421746782,0.5218313811716093,,1114,1114.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.1902445541629579,1.485095216208441e-10,***,1116,1116.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.01852348788543178,0.5377493590636571,,1109,1109.0
Norway,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.06500096103190167,0.032363181204356266,*,1084,1084.0
Norway,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.11025043278726611,0.00026892907347383585,***,1088,1088.0
Norway,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.09045119765014463,0.002837301015296863,**,1087,1087.0
Norway,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.12106005313484115,6.64896795091555e-05,***,1080,1080.0
Norway,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.034955417338800136,0.27016598083256627,,997,997.0
Norway,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.18266383313252071,1.1569693494788272e-09,***,1094,1094.0
Norway,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.24200265213343078,4.3884058128147643e-16,***,1097,1097.0
Norway,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.39379960441250034,9.425635395410629e-42,***,1090,1090.0
Norway,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6955492739290536,5.797939156617767e-156,***,1073,1073.0
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.06256482486284613,0.10129293023596671,,1178,687.1098582901815
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.0016763168338949671,0.9651572135050885,,1167,681.5611735363082
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.05542457926586716,0.14548053039475828,,1170,691.2476816239359
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.004528756270095579,0.909642174810846,,1090,630.4887901906784
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.131659727135079,0.0005419568851503114,***,1177,686.7763479921044
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.10370632862932602,0.006485968522896914,**,1178,687.776159552296
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.10587512226623741,0.005669021038304294,**,1169,681.3531019045265
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.09151168938254259,0.01716775624120049,*,1125,677.8119319817918
New Zealand,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.18348923131728456,1.7775210300230139e-06,***,1143,668.8603486345773
New Zealand,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.14184769085646046,0.00024573139583345625,***,1134,663.9419484061366
New Zealand,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.15360290239581215,6.268843038561707e-05,***,1136,673.4327783158539
New Zealand,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.02488952565437942,0.5371611570584793,,1061,617.0530520875865
New Zealand,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.1786423031584776,3.337321224621309e-06,***,1143,668.8531249143375
New Zealand,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.3238741835855078,8.002454540594084e-18,***,1144,669.8530490722874
New Zealand,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.35404908493073106,4.781534906167963e-21,***,1136,664.180098736252
New Zealand,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6626984407404682,2.461880294575096e-85,***,1104,665.1219999414778
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.07716715935130795,0.0046415303328558415,**,1794,1344.3121278333153
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.12016851650759387,9.967314579347956e-06,***,1794,1344.3121278333153
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.02897580813610508,0.28852452695193953,,1793,1343.643164294078
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.10405546106191345,0.0001504440726646483,***,1766,1322.1643147649563
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.02218749963057613,0.4164263082304789,,1793,1343.6251920911986
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.026477147853584647,0.33235861262419475,,1792,1342.4482724427635
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.08079324375174363,0.0030645561581305685,**,1790,1341.437197274485
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.023610963903401137,0.3931462379550589,,1748,1310.1498445645168
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.03634475168567657,0.18436560502681235,,1781,1335.5748472361872
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.051460475160907876,0.06008974141553326,,1781,1335.5748472361872
