country,region,region_regime,regime_binary,predictor,outcome,outcome_label,corr,p_value,sig,n_pairwise,n_eff
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.11044413015196049,5.258644839737221e-05,***,1780,1334.9062667224698
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.066133487258302,0.01649431845598317,*,1754,1314.1799845924882
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.010735758315165883,0.6951418391805911,,1780,1334.8882978798692
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.08710463361140143,0.0014518806736115884,**,1779,1333.7115974004773
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.20559856764612883,3.4144323874352435e-14,***,1778,1333.3547979090342
Philippines,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.29181633749291735,4.7669698372204536e-27,***,1741,1305.7638331735864
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.06541303885801687,0.06277728649003995,,1532,809.9649853339695
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.04865320773070498,0.16666092214673664,,1531,809.5767185810349
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.019965160919347018,0.5715004329456013,,1524,805.581794735699
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.03180082626607021,0.38307805631239894,,1420,754.424598695606
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.012702466920768308,0.718095527935312,,1533,810.1361430772646
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.13597098329326374,0.00010273238749773705,***,1533,810.9066439692912
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.05489803881476529,0.12019362056299306,,1518,802.5394247468402
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.05572129266919056,0.12930601616187523,,1385,742.3852035243336
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.12549339187892725,0.0006307153311995176,***,1399,738.4904578168907
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.2966655281073089,1.8393297346593298e-16,***,1398,738.0887401975297
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.3095916891864493,8.894996356814612e-18,***,1392,734.3938549029353
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.0434255840556957,0.25303343751771423,,1305,694.6505682848485
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.1200436806152801,0.0010870852519019333,**,1399,737.7935847009732
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.13625111927416375,0.00020408864087302636,***,1399,738.5667467294987
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.433413599381335,5.202302893246277e-35,***,1391,734.9082638843603
Russia,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.46527061636698486,5.8001254767099205e-39,***,1313,701.3251513009786
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.17545551828317718,2.502090258193141e-12,***,1571,1571.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.1758586902010559,2.1217079345459396e-12,***,1574,1574.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.13607278685127833,6.583878431908535e-08,***,1564,1564.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.1779808124464393,6.823285875479816e-12,***,1465,1465.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.13876786921971504,3.242329442980512e-08,***,1574,1574.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.33007856773494115,1.9018997048582215e-41,***,1579,1579.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.09065730559534933,0.0003383203345527118,***,1559,1559.0
Sweden,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.03795565016880524,0.1371756038374847,,1535,1535.0
Sweden,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.12414817539331492,1.058034378464141e-06,***,1536,1536.0
Sweden,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.0171024862550804,0.5024409070490568,,1540,1540.0
Sweden,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.08215080712766695,0.0013039703281365713,**,1529,1529.0
Sweden,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.12936854063561068,8.940441405914302e-07,***,1433,1433.0
Sweden,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.2407815407863852,8.90897671423311e-22,***,1542,1542.0
Sweden,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.2563646057687913,1.3547480846141042e-24,***,1544,1544.0
Sweden,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.3985711646136759,2.4154632402401116e-59,***,1528,1528.0
Sweden,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6556937345837525,5.369059042266456e-187,***,1516,1516.0
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.038364750155944274,0.23518584428561776,,1020,959.2408098493236
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.017496706723540503,0.5894667480688174,,1014,953.4969008223326
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.05298237755133302,0.10086993400487879,,1021,960.0445933722028
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.12403445727036426,0.00017145157279570462,***,972,913.2667661373985
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.01572730033781352,0.6261585494616636,,1023,961.7832960827234
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.11078266381199346,0.0005843491385760548,***,1021,960.1025716753654
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.15682769218648665,1.095067229042829e-06,***,1017,956.3539470360822
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.010847067849032778,0.7434560181100517,,971,912.8092409344844
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.1139335652232331,0.0005013206872129422,***,988,929.4004391910705
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,-0.05018598399202303,0.12768329795402578,,981,922.6512825798094
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.19513066872465107,1.9596772577788346e-09,***,989,930.2043554355068
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.011556719194760803,0.731037637907973,,944,887.159244869009
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.20440464414566867,3.051004374195183e-10,***,990,931.3274089682401
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.2836370851508601,1.133038209956389e-18,***,989,930.2614323243777
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.27743385764476813,7.496650604743932e-18,***,986,927.4365044960311
Slovenia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6343394144808739,2.2319772421405304e-102,***,956,898.9843647580509
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.04257942159465763,0.2361679372086,,1022,775.8286383227405
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.16450462176581157,4.1031147683774285e-06,***,1022,775.8286383227405
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.030593446851490822,0.3947882781240228,,1022,775.8286383227405
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.14367760091911508,6.409813340342078e-05,***,1012,768.4664958054394
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.1253009527646748,0.0004682977741880924,***,1022,775.8286383227405
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.2381363929686091,1.8274995236774686e-11,***,1022,775.8286383227405
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.16260143548565767,5.373722729300234e-06,***,1021,775.0018537424103
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.09804013177063114,0.006651339476317728,**,1009,765.0294675156398
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.06120260140100985,0.08866683926772088,,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.18822805611852136,1.3040243961240568e-07,***,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.2252667965251228,2.2671213614054246e-10,***,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.04867881888543879,0.17792706010697784,,1010,767.473475951546
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.00458717310052916,0.898558597179684,,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.15457725868182648,1.5472978189881987e-05,***,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.453623584800602,1.36618309786607e-40,***,1020,774.8347707472482
Slovakia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.62994578664788,6.832852571734453e-86,***,1009,765.5729789908507
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.14709842152668362,1.712423971390857e-08,***,1456,1456.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.22578318323361365,2.8369640491163175e-18,***,1455,1455.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.06123053184029355,0.020982992106221305,*,1421,1421.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.140011427406451,2.0826423528854698e-07,***,1364,1364.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.07455876890154477,0.004516477298208557,**,1449,1449.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.05787185396883334,0.028310367984902215,*,1436,1436.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.06754265382260244,0.01014375872363929,*,1448,1448.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.03327346705257153,0.2073037755274308,,1438,1438.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.12181340943350764,4.458999954168538e-06,***,1411,1411.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.09354646677652749,0.00043601592112849926,***,1410,1410.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.03410624006388086,0.20642743073637143,,1374,1374.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.09983394223827721,0.0002759138675943898,***,1323,1323.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.009839377235678815,0.7127994471340066,,1402,1402.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.09330209111380267,0.0004981125747020628,***,1389,1389.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.2168329827522302,2.1141878211889244e-16,***,1404,1404.0
Thailand,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.3219465677036688,5.251129662839622e-35,***,1395,1395.0
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.057200008514126065,0.029287140793164666,*,1561,1452.1054638890369
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.11327556842344061,1.5332970477019904e-05,***,1559,1450.1621053325318
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.04114666156777748,0.11730127908433939,,1559,1450.1331636207785
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.15988468796952485,1.2785469838448077e-09,***,1533,1425.3602713965313
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.05483432474338084,0.036744023914819665,*,1560,1451.1065992076626
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.024862441419732772,0.34392438700528555,,1560,1451.1518202372558
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.10313037915502414,8.427212386021325e-05,***,1557,1448.3220294743378
Taiwan,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.05525221968518924,0.037649777849756295,*,1523,1415.6827953318402
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.06808150973993192,0.00977625161588115,**,1548,1439.307583650657
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.24275942481611512,9.458274013117235e-21,***,1548,1439.307583650657
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.3722391559117672,1.7018119900408396e-48,***,1547,1438.3242409268682
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.1422817880089723,7.38979056897211e-08,***,1526,1418.4972460914842
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.1202884051116237,4.735284278157073e-06,***,1548,1439.307583650657
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.06979693805167012,0.008075398556095873,**,1548,1439.307583650657
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.4152889124280853,5.438572009918158e-61,***,1545,1436.51356379867
Taiwan,East Asia,East Asian democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5572598727123008,6.81528633774721e-116,***,1518,1410.7214385792872
United States,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.18256504485816233,2.1319935956259426e-07,***,1561,796.335902361339
United States,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.09761315038671774,0.005875900271190191,**,1558,795.0587428381283
United States,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.15500461293424653,1.1319416769111792e-05,***,1560,795.0530129655464
United States,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.030545424891243848,0.41174755502225324,,1419,724.2769854319449
United States,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.2492428185192565,9.893307386091755e-13,***,1560,795.5879559552594
United States,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.3251683038052251,4.3629707059767426e-21,***,1562,797.1294282299932
United States,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.03476868404746199,0.3301820473344448,,1544,786.3865942368872
United States,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.03445508535499144,0.3469731136270803,,1459,747.1142567741907
United States,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.002489254724977775,0.9452790357452231,,1487,762.7720190224279
United States,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.22936475632754655,1.5112936753726242e-10,***,1484,761.4214957171266
United States,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.192736248422868,8.378599515191649e-08,***,1485,761.0947893743314
United States,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.029549173386887204,0.4350968390580971,,1359,699.8726898825494
United States,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.07832376875705534,0.030426467583001507,*,1488,763.8595334773938
United States,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.16434304089387444,4.91744977417036e-06,***,1490,764.7017381053095
United States,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.44633518201755634,2.951469762251564e-38,***,1474,755.3120873189625
United States,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5923233850329245,7.36139647997976e-70,***,1423,724.9475947517241
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.22739899047484222,3.855582386648169e-13,***,3105,995.3436368959234
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.24943034660208105,1.4146845696323237e-15,***,3104,994.8986581835615
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.05355965920904425,0.0912967838673787,,3103,995.0499783375101
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.14084366762262224,9.046427838963541e-06,***,3082,985.8573486712027
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.16423831223878302,1.906239431768319e-07,***,3102,994.4980678689459
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.10157816541007661,0.0013464808454513567,**,3102,993.433449527011
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.00717458400943765,0.8212711311835196,,3102,993.9427797898586
South Africa,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.04376272098627179,0.15802351051608232,,3076,1042.1587778057185
South Africa,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.005809963543832718,0.855029173225379,,3095,991.3913955319599
South Africa,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.0530962446439652,0.09482026604773924,,3094,990.945886336409
South Africa,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.15018730363963262,2.042774346257249e-06,***,3093,991.0973431725075
South Africa,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.011684636166259824,0.7145890586738356,,3073,981.9662288171857
South Africa,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.00833027049398574,0.7934359714423939,,3092,990.5447883223009
South Africa,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.10751634360677569,0.0007051063484440061,***,3092,989.4815717635989
South Africa,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.25101642454677875,1.0860375086984857e-15,***,3092,989.9895644366633
South Africa,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.4098630038157871,2.4504173091803746e-43,***,3067,1038.4345048320522
