country,region,region_regime,regime_binary,predictor,outcome,outcome_label,slope,se,p_value,sig,formatted_slope,model_n
Croatia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.17567719341021792,0.02775164645717914,3.3977554019083333e-10,***,0.18***,1262
Croatia,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5509028291313847,0.03585585618636117,6.871166237700153e-49,***,0.55***,1243
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.28614474330521134,0.05245003338896566,6.27666626857408e-08,***,0.29***,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.3577965777292711,0.059006623006278194,1.9402088270071495e-09,***,0.36***,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.15812686364389172,0.05727523378982073,0.005880281149977861,**,0.16**,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.3830165902957212,0.05270978059155646,7.886622047686122e-13,***,0.38***,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.1534854055444157,0.037183341992004015,3.9951012965991146e-05,***,0.15***,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.2992418690490055,0.03889117962767794,3.657082460209657e-14,***,0.30***,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.22676842073195402,0.04696340337389852,1.6094808318568577e-06,***,0.23***,926
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.01949221823940661,0.06188686428872461,0.7528596911316591,,0.02,922
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.03594243851689494,0.033647245379438584,0.28570538267531714,,0.04,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,-0.08402741855629947,0.03358875579192968,0.012534779740873681,*,-0.08*,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.27397424897244194,0.03144607865694887,1.3709184028202766e-17,***,0.27***,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.04314553567963686,0.039105255012667955,0.27017945115311565,,-0.04,920
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.03576330628289215,0.025522143248307774,0.1614729441930636,,-0.04,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.07512919012858754,0.028724950127293473,0.00905690219814662,**,-0.08**,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.28391032616812706,0.024729890736902266,1.337813285611958e-28,***,0.28***,923
Hungary,Eastern Europe,Eastern Europe non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5885992574576605,0.031039739444664344,7.244275378889445e-68,***,0.59***,919
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.023463296539336653,0.0430030699290103,0.5854422608977936,,-0.02,1069
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.009150901914335208,0.03903943918778155,0.814718203645179,,0.01,1075
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.21164749933487847,0.045391375037138436,3.5158574415469493e-06,***,-0.21***,1072
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.04595576717682093,0.0458629149253625,0.3165698452820799,,0.05,1024
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.11474562677731903,0.028125636010881912,4.844423986212321e-05,***,-0.11***,1072
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.12290468872698135,0.03641791866000064,0.0007652634164682274,***,-0.12***,1069
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.09106642560985279,0.03848064198010109,0.018132821757813736,*,-0.09*,1071
Israel,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.15681042783998578,0.05890813330387345,0.007888908789031698,**,-0.16**,1045
Israel,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.056616852530945616,0.0338950881418029,0.09514761459844617,,0.06,1054
Israel,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.17693266188999424,0.033301135678433534,1.3146294187147015e-07,***,0.18***,1060
Israel,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.28069168177295367,0.034827827242367326,2.0711309419861266e-15,***,0.28***,1057
Israel,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.005628333795790752,0.03780702948854944,0.8816859633520422,,0.01,1014
Israel,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.08477164019250516,0.02478067817428299,0.0006481769668820794,***,0.08***,1058
Israel,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.0032745961564142334,0.03205158375658433,0.9186441108281991,,-0.00,1054
Israel,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.29664685420293235,0.025244488532614014,4.823275577513816e-30,***,0.30***,1057
Israel,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.7116221779481036,0.026436103934686688,2.4716437857347233e-121,***,0.71***,1038
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.01083403981644615,0.02824316592861242,0.701336851240568,,-0.01,1345
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.19990710120908872,0.024365270397998906,5.395732709323717e-16,***,0.20***,1339
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.14049579266288248,0.030945140431232487,6.1270314207131475e-06,***,0.14***,1343
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.2226136790919515,0.04391388798859245,4.575481306520648e-07,***,0.22***,1293
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.06385213263076928,0.018903843067474075,0.0007518557812013697,***,0.06***,1344
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.044716215372048396,0.02148130208117528,0.037565597877473565,*,0.04*,1344
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.3242774338198906,0.02754828705636993,1.6681180011375272e-30,***,0.32***,1341
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.19211695120027983,0.04881326802716092,8.753510234550778e-05,***,0.19***,1248
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.02658742507803158,0.02420038446927167,0.27212776825287227,,-0.03,1321
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,civic_membership,Civic national membership,0.049650487868505344,0.025638809380618702,0.053017041459939795,,0.05,1315
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_superiority,National superiority and unconditional support,-0.07636537287153544,0.026768256217897256,0.004401079299467429,**,-0.08**,1319
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.030562608933861313,0.04005799302442202,0.44563005924331,,0.03,1271
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.041472056005640745,0.01749578878920682,0.017912412592274836,*,0.04*,1320
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,0.05734023592897586,0.019720487216143584,0.00370273677146706,**,0.06**,1320
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.10827109769265064,0.027942497249399754,0.00011198931987267841,***,0.11***,1318
India,South/Southeast Asia,South/Southeast Asia non-democracies,Non-democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.12451337936346007,0.044936145301540685,0.0056750523286465725,**,0.12**,1227
Italy,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.06560658403299158,0.05047085343830916,0.19399507721374917,,0.07,846
Italy,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.0748497087882889,0.03944338561343637,0.0580853635793223,,0.07,845
Italy,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.08464422707900887,0.040699878990424,0.037854615859664875,*,-0.08*,845
Italy,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.09041285311577951,0.05041990031924984,0.07331752567089629,,0.09,809
Italy,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.04124931044631097,0.033986170045673385,0.22520093758428691,,0.04,844
Italy,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.08931413821266787,0.03810049172842311,0.019301759148927643,*,0.09*,845
Italy,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.0026925554379815253,0.03736094504849104,0.9425644373853704,,0.00,843
Italy,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.03600459230855968,0.05998563938225732,0.5485229396448157,,-0.04,838
Italy,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.11834114908155513,0.036715111555449716,0.0013166152108302937,**,0.12**,843
Italy,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.1919385690226978,0.026570737054569332,1.1395799509677153e-12,***,0.19***,842
Italy,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.19378179316818667,0.02786323388451797,7.123890189497136e-12,***,0.19***,842
Italy,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.07051543909487457,0.03121034278094443,0.02412891199698378,*,-0.07*,807
Italy,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.041433550402963704,0.022265294604645703,0.06310918617675386,,-0.04,841
Italy,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.05061833650189662,0.027284538973252923,0.06391919660226955,,-0.05,842
Italy,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.31228089254532776,0.02139676516878699,3.910206415311281e-43,***,0.31***,840
Italy,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.6201813633476059,0.028479253583342388,1.6869026144201564e-83,***,0.62***,835
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.19431632235800578,0.052289023318756664,0.00021203791311975742,***,0.19***,1148
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.10179900833987787,0.04505561221732941,0.02404588969510682,*,0.10*,1148
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.12346197210372623,0.038151496001783365,0.0012465490573843096,**,0.12**,1148
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.008565029498484478,0.05594562217255435,0.8783504745921734,,0.01,1125
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.04366181591036877,0.03542811310584049,0.21805115673450548,,0.04,1148
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.015620322769684947,0.027214870787936326,0.566106014028128,,-0.02,1148
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.07489470742935112,0.0456711859482793,0.10130830046859667,,0.07,1147
South Korea,East Asia,East Asian democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.06905326263808931,0.05866867878345043,0.2394418155974434,,-0.07,1136
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.060213173448595114,0.04448939787664388,0.17618739711903714,,0.06,1146
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,-0.008211141005482148,0.038578929990759445,0.8314897842759912,,-0.01,1146
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.12795224482823286,0.04257123678838879,0.0027085219697543773,**,0.13**,1146
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.013623688404528878,0.05233433787566204,0.7946647248183574,,0.01,1123
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.0008292083406438167,0.02617325708726587,0.9747315849490893,,0.00,1146
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.02785821055469384,0.031478742487236804,0.37635141471092187,,-0.03,1146
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.19509724422685082,0.04292350408253062,6.073072125910501e-06,***,0.20***,1145
South Korea,East Asia,East Asian democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.4009546068436691,0.054751650084032974,4.597866854925233e-13,***,0.40***,1134
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.08211983838607395,0.03880918712765993,0.034616139638481744,*,0.08*,918
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.013544493407440683,0.03402713716230956,0.6906866735350761,,0.01,918
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.06455968780406529,0.03893467543651106,0.09763177668317609,,0.06,914
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.16194314203673343,0.039817657174691684,5.1837288260284625e-05,***,0.16***,892
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.13902784697514647,0.03054945046801361,6.065546586341303e-06,***,0.14***,916
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,0.006634749244142313,0.032004602535767,0.8358171418567922,,0.01,917
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.09634878796376256,0.03443522466134184,0.0052510474508118575,**,0.10**,916
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.0482644595741899,0.05402580560213569,0.3719065232595791,,-0.05,895
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.0056105150092289335,0.02954065511595659,0.8494107103545911,,0.01,903
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.08107380015016297,0.02974119310507478,0.006536118304756069,**,0.08**,903
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.16384761243680757,0.031095758901380804,1.7187565889720634e-07,***,0.16***,900
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.01515106327924265,0.03875090670320347,0.6959031775087493,,-0.02,877
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.00838749648096293,0.023754496914915182,0.7241034454761073,,-0.01,901
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.15225466516125952,0.025540349912622128,3.595060301063098e-09,***,-0.15***,902
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.14031836709568513,0.026960285131368344,2.410968661283879e-07,***,0.14***,902
Lithuania,Eastern Europe,Eastern Europe democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.5892284136700319,0.03727640956304959,1.022001041095841e-49,***,0.59***,884
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,0.14495459687103995,0.037550589060787044,0.00012147129798993485,***,0.14***,895
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.128002790214385,0.03672002529211635,0.0005144607060971713,***,0.13***,895
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.16142130580894865,0.04199630510795377,0.00012981962018178907,***,0.16***,895
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.09853087853255182,0.051953567225333605,0.05823814411967034,,0.10,837
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.045233659516016544,0.02532620969981662,0.07443329355417179,,0.05,895
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.09016354326398002,0.026476521072836795,0.0006902564443411014,***,-0.09***,894
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.1385537770819667,0.04121663375864796,0.0008080141320391856,***,0.14***,894
Mexico,Other,Other democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,0.2178528239170845,0.05653797458829534,0.0001250255234859844,***,0.22***,888
Mexico,Other,Other democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,0.20301009092256983,0.027090762762591775,1.618278876736773e-13,***,0.20***,894
Mexico,Other,Other democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.2052098837112606,0.03059475119379645,3.5245773626062966e-11,***,0.21***,894
Mexico,Other,Other democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.14415730529339577,0.02856984527711967,5.478117980205734e-07,***,0.14***,894
Mexico,Other,Other democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,0.09564690228458517,0.04246818314366029,0.02457014077457809,*,0.10*,836
Mexico,Other,Other democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,0.09017823730855401,0.018507851235855893,1.3051422050729244e-06,***,0.09***,894
Mexico,Other,Other democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.02433335120853819,0.02201340562288076,0.2692912972157631,,-0.02,893
Mexico,Other,Other democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.3388095702275704,0.03186533864080926,6.191382478360951e-25,***,0.34***,893
Mexico,Other,Other democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.562163641888425,0.03635827475376759,6.805560926649547e-48,***,0.56***,887
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.023136440631040145,0.03855260639043041,0.5485236339169424,,-0.02,1343
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.06976552098231892,0.032174606730791165,0.0303088946984698,*,-0.07*,1341
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.13153386295210368,0.032419367600356,5.2533177088616286e-05,***,-0.13***,1339
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.07683108343715972,0.05002768147905304,0.12485038126167652,,0.08,1242
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.03314564648712093,0.0257537737962981,0.1983105918829816,,0.03,1338
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.06219569798093616,0.029286402976540775,0.03387823530144273,*,-0.06*,1341
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.04423403531016845,0.03636139462369158,0.2240068284439427,,-0.04,1332
Netherlands,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.09075180365483959,0.05099852950099347,0.07539165031650993,,-0.09,1306
Netherlands,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.01706591757103837,0.03315525326150952,0.606830614853896,,-0.02,1312
Netherlands,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.11142953124017296,0.027614045590638653,5.7714565025662166e-05,***,0.11***,1310
Netherlands,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.17384058391393964,0.02794559910558881,6.656703800372698e-10,***,0.17***,1309
Netherlands,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.0842215260580712,0.03894838333209661,0.03078339047578617,*,-0.08*,1218
Netherlands,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.147751612770322,0.022564340169600676,8.367374232885828e-11,***,-0.15***,1309
Netherlands,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.20800826046788679,0.024236432626093592,2.5989442822467377e-17,***,-0.21***,1311
Netherlands,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.30874916082343695,0.02796993236402503,3.8354094561933666e-27,***,0.31***,1305
Netherlands,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.811983086278584,0.029634970199738195,1.9974462326530003e-130,***,0.81***,1285
Norway,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.11881992972359257,0.04141269487361471,0.004203581331248465,**,-0.12**,990
Norway,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,-0.09478218228098712,0.028377488218424767,0.0008691027759880139,***,-0.09***,990
Norway,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,-0.0607675699734358,0.033931102057168996,0.0736171253022995,,-0.06,983
Norway,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,-0.001550277471295658,0.0485894221995145,0.9745542830503723,,-0.00,916
Norway,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.02180762691682503,0.03095599547561139,0.4813051686306356,,0.02,993
Norway,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.10983006390892491,0.031397498720926606,0.0004895264386957836,***,-0.11***,995
Norway,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",-0.01811689562286034,0.032428695298589306,0.5765148507030418,,-0.02,991
Norway,West,Western democracies,Democracy,democracy_rights_liberal,pride_democracy,Pride in the way democracy works,-0.10791777258662094,0.0444680292863723,0.01541020454052453,*,-0.11*,982
Norway,West,Western democracies,Democracy,democracy_works_today,ascriptive_membership,Closed/ascriptive national membership,-0.11066823846677387,0.03640036659186979,0.002426894112941858,**,-0.11**,975
Norway,West,Western democracies,Democracy,democracy_works_today,civic_membership,Civic national membership,0.06682848419902498,0.026746992560858312,0.012635558789326927,*,0.07*,973
Norway,West,Western democracies,Democracy,democracy_works_today,national_superiority,National superiority and unconditional support,0.11682610339517296,0.029450832501471586,7.824468653508615e-05,***,0.12***,968
Norway,West,Western democracies,Democracy,democracy_works_today,nation_state_self_determination,Every nation should have its own state,-0.01801898258075063,0.04448244307688057,0.6855145077217396,,-0.02,905
Norway,West,Western democracies,Democracy,democracy_works_today,protective_sovereignty,Protectionist/sovereigntist nationalism,-0.138853567709738,0.027180008243057663,3.9036655690368036e-07,***,-0.14***,979
Norway,West,Western democracies,Democracy,democracy_works_today,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.1846226571949483,0.02625956898209543,3.861368400373065e-12,***,-0.18***,981
Norway,West,Western democracies,Democracy,democracy_works_today,national_pride_non_democracy,"National pride, excluding pride in democracy",0.32067819710597334,0.02738674625208977,1.0221030600312513e-29,***,0.32***,977
Norway,West,Western democracies,Democracy,democracy_works_today,pride_democracy,Pride in the way democracy works,0.8013950309595685,0.03186483995982286,1.0141347829900734e-107,***,0.80***,970
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,ascriptive_membership,Closed/ascriptive national membership,-0.009995689917856154,0.05560412107494893,0.8573726237160368,,-0.01,1024
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,civic_membership,Civic national membership,0.06126196801730899,0.039043763432258724,0.11694772237858843,,0.06,1015
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,national_superiority,National superiority and unconditional support,0.025647114772002766,0.03916482013559811,0.5127126115537474,,0.03,1018
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,nation_state_self_determination,Every nation should have its own state,0.04144877504120714,0.06331994015607416,0.5128892627108156,,0.04,951
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,protective_sovereignty,Protectionist/sovereigntist nationalism,0.1284603197088625,0.032839750440174335,9.772149596213037e-05,***,0.13***,1023
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,anti_immigrant_exclusion,Anti-immigrant exclusion,-0.07720780971573582,0.04307967261629992,0.07339624078153201,,-0.08,1024
New Zealand,West,Western democracies,Democracy,democracy_rights_liberal,national_pride_non_democracy,"National pride, excluding pride in democracy",0.12761937176061622,0.04143729721139817,0.0021272614196366927,**,0.13**,1016
